Device Info,Time,Longitude,Latitude,IMEI,EnvT_t,EngDa_tiEngOn,GlbDa_lTotDst,FlSys_dvolFlCons,FBR_qArr_[0],FBR_qArr_[1],FBR_qArr_[2],FBR_qArr_[3],FBR_qArr_[4],FBR_qArr_[5],DIUMPR_rValRatMin_[7],AFS_dm,AirCtl_mActVal_mp,EGRVlv_rAct,Air_tCACDs,Air_pIntkVUs,PCR_pActVal_mp,CEngDsT_t,APP_rFlt_mp,Epm_nEng,VehV_v,InjCtl_qSetUnBal,TCD_tqPahSet_f,CoETS_stCurrLimActive,Rail_pSetPoint,RailP_pFlt,MeUn_iActFlt,PRV_st,CoEOM_stOpModeAct,Exh_tOxiCatUs,Exh_tPFltUs,ETCtl_dmFuOpnLop,ETCtl_st,ETCtl_dmFuStFdbk,ETCtl_tObsvrCor,DPM_rSV,HCIMon_dqAct,ETCtl_tAdpnCatDs,ETCtl_tOutrDes,PFltPOp_stEngPOp,ASMod_dmSotEngNrm2_mp,ASMod_dmSotEngNrm_mp,PFltLd_dmSotSimRgnNO2_mp,PFltLd_dmSotSimRgnThr_mp,PFltLd_dmSotSim,PFltLd_mSotSim,PFltLd_mSot,ASMod_dmEGFld_[0],EGRClg_etaCalc_mp,CAClg_etaCalcB2_mp,Exh_pFltPPFltDiff,Exh_iPPDsIDEFild,ChrSet_facDynDetnBoostP_mp,ChrSet_facPrioLamO2Wght_mp,InjCrv_phiMI1Des,Exh_tAdapTOxiCatUs,Exh_tAdapTPFltUs,HCICtl_stInjOn,ETCtl_tBrickLstMdl_mp,PFlt_tOutrDes,CoHCI_st,HCIMon_pAbsHDVDsP,HCIMon_pAbsHDVUsP,DPM_tFltHDVUsT,HCDosVlv_rPs,HCIMon_stPurgOn,HCIMon_stRgnReq,HCIMon_stSysTst,HCIPOD_tiTotOpHrs,HCIPOD_stDFCEvln,UDC_dmRdcAgAct,SCR_tUCatUsT,SCR_tUCatDsT,ASMod_dmNOxEG,Com_rNOxNoCat2Ds,Com_rNOxNoMCatDs,SCRMod_rNO2NOx,SCRMod_etaEst,SCRFBC_facNOxCtl,SCRAd_stStMAdv,UDC_mRdcAgDosQnt,SCRAd_facQtyAdap,CoSCR_st,CoSCR_stSub,SCR_pUPmpP,SCR_rUTnkLvl,SCR_tUTnkT,UDosVlv_rPs,UPmpMot_rPs,URevVlv_stPs,DFES_numDFC_[3],DFES_numDFC_[4],DFES_numDFC_[5],DFES_numDFC_[6]
RBCD025015,2017-02-23 14:35:53.0,0.0,0.0,864049025991557,4.96,719702.00,9348402.00,7.88,0.00,0.00,0.00,0.00,0.00,0.00,8.00,535.50,2141.00,32.41,6.16,1178.00,1204.00,32.26,30.55,1386.50,0.00,26.30,314.50,0.00,1100400.00,1096400.00,1390.00,2.00,1048577.00,119.36,103.16,0.00,32.00,0.00,0.00,0.00,0.00,95.26,103.36,5.00,0.20,0.20,0.00,0.00,0.20,6.91,6.91,530.25,0.96,4.00,5.00,0.00,0.12,0.00,3.91,119.66,103.86,0.00,137.76,645.76,1.00,1033.00,3662.00,6.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,90.96,53.46,18.50,3076.00,2999.00,0.37,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,38.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:35:57.0,0.0,0.0,864049025991557,4.96,719707.00,9348402.00,7.66,0.00,0.00,0.00,0.00,0.00,0.00,8.00,501.75,2037.50,36.56,6.16,1159.00,1183.00,32.56,29.64,1365.50,0.00,25.76,314.90,0.00,1082800.00,1072000.00,1393.00,2.00,1048577.00,120.16,104.66,0.00,32.00,0.00,0.00,0.00,0.00,94.86,104.76,5.00,0.20,0.21,0.00,0.00,0.20,6.91,6.91,506.50,0.95,3.65,4.00,0.00,0.13,0.00,3.71,120.26,104.96,0.00,139.46,646.66,1.00,1034.00,3724.00,6.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,91.36,53.16,17.70,3076.00,2999.00,0.38,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,40.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:01.0,0.0,0.0,864049025991557,4.96,719711.00,9348402.00,6.33,0.00,0.00,0.00,0.00,0.00,0.00,8.00,465.25,1978.50,46.41,6.26,1145.00,1162.00,32.86,26.68,1300.00,0.00,24.28,307.10,0.00,1032000.00,1035400.00,1398.00,2.00,1048577.00,120.36,105.66,0.00,32.00,0.00,0.00,0.00,0.00,94.06,105.76,5.00,0.21,0.21,0.00,0.00,0.21,6.91,6.91,468.75,0.95,3.63,4.00,0.00,0.11,0.00,3.01,120.36,106.16,0.00,140.36,649.96,1.00,1038.00,3768.00,6.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,91.66,52.86,15.30,3076.00,2999.00,0.37,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,39.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:05.0,0.0,0.0,864049025991557,4.96,719715.00,9348402.00,8.57,0.00,0.00,0.00,0.00,0.00,0.00,8.00,533.00,2197.00,91.02,6.26,1051.00,1170.00,33.26,3.61,1196.50,0.00,0.00,0.00,0.00,776200.00,896000.00,1581.00,2.00,1048577.00,120.76,106.86,0.00,32.00,0.00,0.00,0.00,0.00,96.86,106.86,5.00,0.00,0.00,0.00,0.00,0.03,6.91,6.91,268.50,0.94,3.79,1.00,0.00,0.00,0.00,2.53,120.96,106.86,0.00,140.26,643.66,1.00,1041.00,3818.00,6.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,91.96,52.56,5.40,3076.00,2999.00,0.25,0.27,1.00,0.00,67740.00,1.00,2.00,255.00,39.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:09.0,0.0,0.0,864049025991557,4.96,719719.00,9348402.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,8.00,357.25,2026.50,19.80,6.16,1035.00,1047.00,33.36,21.70,1028.50,0.00,31.50,375.40,0.00,909000.00,908200.00,1402.00,2.00,1048577.00,119.86,106.96,0.00,32.00,0.00,0.00,0.00,0.00,102.16,106.96,5.00,0.14,0.14,0.00,0.00,0.14,6.91,6.91,456.00,0.96,4.00,4.00,0.00,0.14,0.00,2.18,119.26,106.96,0.00,140.56,649.66,1.00,1044.00,3862.00,6.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,91.96,52.36,23.10,3076.00,3012.00,0.34,0.21,1.00,0.00,67740.00,1.00,2.00,255.00,40.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:13.0,0.0,0.0,864049025991557,4.96,719723.00,9348402.00,6.15,0.00,0.00,0.00,0.00,0.00,0.00,8.00,514.25,2164.00,28.72,6.26,1174.00,1196.00,33.66,26.86,1307.00,0.00,24.16,307.50,0.00,1035200.00,1030400.00,1397.00,2.00,1048577.00,120.16,108.06,0.00,32.00,0.00,0.00,0.00,0.00,102.86,108.06,5.00,0.27,0.27,0.00,0.00,0.26,6.92,6.92,477.50,0.96,4.00,4.00,0.00,0.00,0.00,2.00,120.26,108.56,0.00,141.46,649.96,1.00,1045.00,3921.00,6.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,92.06,52.16,14.20,3076.00,3003.00,0.36,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,38.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:17.0,0.0,0.0,864049025991557,4.96,719727.00,9348402.00,5.80,0.00,0.00,0.00,0.00,0.00,0.00,8.00,412.50,1957.00,36.11,6.26,1108.00,1124.00,33.86,22.60,1167.00,0.00,23.10,297.70,0.00,946400.00,957000.00,1405.00,2.00,1048577.00,120.26,108.96,0.00,32.00,0.00,0.00,0.00,0.00,101.46,108.96,5.00,0.20,0.20,0.00,0.00,0.20,6.92,6.92,417.00,0.96,4.00,3.00,0.00,0.05,0.00,1.85,120.26,108.96,0.00,142.26,649.96,1.00,1049.00,3967.00,6.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,92.26,52.06,12.70,3076.00,-200.00,0.35,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,40.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:21.0,0.0,0.0,864049025991557,4.96,719731.00,9348402.00,5.86,0.00,0.00,0.00,0.00,0.00,0.00,8.00,405.50,1937.00,35.33,6.26,1100.00,1114.00,34.06,21.89,1156.00,0.00,21.28,276.50,0.00,931400.00,925400.00,1409.00,2.00,1048577.00,120.16,109.36,0.00,32.00,0.00,0.00,0.00,0.00,101.16,109.46,5.00,0.20,0.20,0.00,0.00,0.20,6.92,6.92,394.25,0.96,4.00,3.00,0.00,0.05,0.00,1.69,120.26,109.56,0.00,143.16,649.96,1.00,1053.00,4017.00,6.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,92.46,51.96,11.60,3076.00,31.00,0.34,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,39.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:25.0,0.0,0.0,864049025991557,4.96,719735.00,9348402.00,5.57,0.00,0.00,0.00,0.00,0.00,0.00,8.00,381.25,1914.50,43.64,6.26,1082.00,1097.00,34.26,21.07,1106.00,0.00,22.52,281.50,0.00,907400.00,905800.00,1410.00,2.00,1048577.00,120.06,109.96,0.00,32.00,0.00,0.00,0.00,0.00,101.86,110.06,5.00,0.20,0.20,0.00,0.00,0.20,6.92,6.92,380.75,0.96,4.00,3.00,0.00,0.04,0.00,1.56,119.96,110.36,0.00,143.96,649.96,1.00,1057.00,4066.00,6.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,92.56,51.76,10.70,3076.00,73.00,0.32,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,38.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:29.0,0.0,0.0,864049025991557,4.96,719739.00,9348402.00,5.65,0.00,0.00,0.00,0.00,0.00,0.00,8.00,393.25,1927.50,42.09,6.26,1090.00,1103.00,34.56,21.01,1123.00,0.00,20.30,260.70,0.00,905600.00,905800.00,1412.00,2.00,1048577.00,119.26,111.26,0.00,32.00,0.00,0.00,0.00,0.00,102.86,111.26,5.00,0.01,0.01,0.00,0.00,0.00,6.92,6.92,203.00,0.96,4.00,1.00,0.00,0.00,0.00,0.00,119.16,111.26,0.00,144.66,642.36,1.00,1061.00,4127.00,6.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,92.76,51.56,5.10,3076.00,65.00,0.25,0.27,1.00,0.00,67740.00,1.00,2.00,255.00,39.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:33.0,0.0,0.0,864049025991557,4.96,719743.00,9348402.00,2.26,0.00,0.00,0.00,0.00,0.00,0.00,8.00,196.00,1965.00,97.94,6.26,1019.00,1022.00,34.76,0.00,553.50,0.00,18.84,213.20,0.00,430200.00,421800.00,1454.00,2.00,1048577.00,118.26,111.36,0.00,32.00,0.00,0.00,0.00,0.00,110.86,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,156.25,0.91,4.00,1.00,0.00,0.00,0.00,2.79,117.76,111.36,0.00,143.56,644.96,1.00,1061.00,4177.00,6.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,92.76,51.36,3.90,3076.00,138.00,0.25,0.27,1.00,0.00,67740.00,1.00,2.00,255.00,40.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:37.0,0.0,0.0,864049025991557,4.96,719747.00,9348402.00,2.25,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.50,1478.00,98.24,6.36,974.00,992.00,34.86,0.00,550.50,0.00,19.30,215.10,0.00,428600.00,429200.00,1449.00,2.00,1048577.00,116.06,111.26,0.00,32.00,0.00,0.00,0.00,0.00,114.86,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,147.25,0.94,-4.00,0.00,0.00,0.00,0.00,2.77,115.96,111.36,0.00,142.66,644.96,1.00,1063.00,4216.00,6.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,92.56,51.06,3.60,3076.00,144.00,0.25,0.27,1.00,0.00,67740.00,1.00,2.00,255.00,39.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:41.0,0.0,0.0,864049025991557,4.96,719751.00,9348402.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.50,1456.50,98.56,6.36,972.00,990.00,35.06,0.00,549.00,0.00,19.22,219.40,0.00,428600.00,424400.00,1450.00,2.00,1048577.00,114.36,111.36,0.00,32.00,0.00,0.00,0.00,0.00,117.06,111.36,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.50,0.96,-4.00,0.00,0.00,0.00,0.00,2.79,113.96,111.26,0.00,141.86,644.96,1.00,1062.00,4256.00,6.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,92.26,50.76,3.60,3076.00,138.00,0.25,0.27,1.00,0.00,67740.00,1.00,2.00,255.00,39.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:45.0,0.0,0.0,864049025991557,4.96,719754.00,9348402.00,2.31,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.75,1461.50,98.71,6.36,974.00,991.00,35.16,0.00,550.00,0.00,19.36,219.20,0.00,428800.00,436600.00,1450.00,2.00,1048577.00,113.46,111.36,0.00,32.00,0.00,0.00,0.00,0.00,118.36,111.36,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.75,0.97,-4.00,0.00,0.00,0.00,0.00,2.79,112.96,111.36,0.00,141.06,644.86,1.00,1064.00,4301.00,6.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,91.86,50.56,3.60,3076.00,135.00,0.25,0.27,1.00,0.00,67740.00,1.00,2.00,255.00,39.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:49.0,0.0,0.0,864049025991557,4.96,719759.00,9348402.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.25,1458.00,98.56,6.46,972.00,989.00,35.26,0.00,551.00,0.00,18.90,214.40,0.00,428400.00,429200.00,1451.00,2.00,1048577.00,111.56,111.36,0.00,32.00,0.00,0.00,0.00,0.00,119.06,111.36,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,145.75,0.98,-3.22,1.00,0.00,0.00,0.00,2.77,111.46,111.36,0.00,139.96,644.86,1.00,1064.00,4355.00,6.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,91.26,50.36,3.50,3076.00,131.00,0.25,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,18.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:53.0,0.0,0.0,864049025991557,4.96,719763.00,9348402.00,2.26,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.25,1456.50,98.56,6.46,974.00,990.00,35.36,0.00,550.50,0.00,19.26,218.00,0.00,428800.00,424400.00,1452.00,2.00,1048577.00,111.06,111.36,0.00,32.00,0.00,0.00,0.00,0.00,119.16,111.36,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,147.25,0.98,-2.55,0.00,0.00,0.00,0.00,2.79,110.46,111.26,0.00,139.16,644.86,1.00,1065.00,4395.00,6.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,90.76,50.16,3.60,3076.00,131.00,0.25,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,48.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:36:57.0,0.0,0.0,864049025991557,4.96,719767.00,9348402.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.50,1460.50,98.71,6.46,972.00,990.00,35.46,0.00,550.00,0.00,19.26,214.30,0.00,428600.00,431600.00,1452.00,2.00,1048577.00,109.36,111.26,0.00,32.00,0.00,0.00,0.00,0.00,118.96,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.25,0.99,-2.21,0.00,0.00,0.00,0.00,2.77,109.16,111.26,0.00,138.36,644.96,1.00,1064.00,4434.00,6.96,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,90.46,49.96,3.50,3076.00,129.00,0.25,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,49.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:01.0,0.0,0.0,864049025991557,4.96,719771.00,9348402.00,2.25,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.25,1454.00,98.56,6.56,975.00,990.00,35.56,0.00,549.50,0.00,19.06,214.50,0.00,428400.00,431600.00,1453.00,2.00,1048577.00,109.06,111.26,0.00,32.00,0.00,0.00,0.00,0.00,118.56,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,145.75,0.99,-2.00,0.00,0.00,0.00,0.00,2.81,108.96,111.26,0.00,137.46,644.96,1.00,1066.00,4472.00,6.96,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,90.16,49.96,3.60,3076.00,127.00,0.25,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,59.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:05.0,0.0,0.0,864049025991557,4.96,719775.00,9348402.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.50,1460.50,98.56,6.46,973.00,989.00,35.56,0.00,550.50,0.00,19.02,213.70,0.00,428400.00,424400.00,1452.00,2.00,1048577.00,107.66,111.26,0.00,32.00,0.00,0.00,0.00,0.00,117.96,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,145.50,0.99,-1.75,0.00,0.00,0.00,0.00,2.81,107.36,111.26,0.00,136.46,644.86,1.00,1068.00,4524.00,7.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,89.76,49.86,3.50,3076.00,126.00,0.25,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,31.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:09.0,0.0,0.0,864049025991557,4.96,719779.00,9348402.00,2.26,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.75,1464.50,98.71,6.46,974.00,990.00,35.66,0.00,551.00,0.00,18.84,214.50,0.00,428400.00,426800.00,1452.00,2.00,1048577.00,106.96,111.36,0.00,32.00,0.00,0.00,0.00,0.00,117.36,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.25,0.99,-1.65,0.00,0.00,0.00,0.00,2.77,106.86,111.26,0.00,135.56,644.96,1.00,1068.00,4563.00,7.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,89.46,49.76,3.60,3076.00,124.00,0.25,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:13.0,0.0,0.0,864049025991557,4.96,719783.00,9348402.00,2.23,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.75,1461.50,98.85,6.56,971.00,989.00,35.76,0.00,550.50,0.00,18.86,214.90,0.00,428200.00,424400.00,1451.00,2.00,1048577.00,106.66,111.26,0.00,32.00,0.00,0.00,0.00,0.00,116.66,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,145.50,0.99,-1.55,1.00,0.00,0.00,0.00,2.77,106.26,111.26,0.00,134.76,644.96,1.00,1068.00,4604.00,7.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,89.06,49.76,3.50,3076.00,124.00,0.25,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,50.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:17.0,0.0,0.0,864049025991557,4.96,719787.00,9348402.00,2.25,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.50,1459.00,98.71,6.56,974.00,990.00,35.76,0.00,549.00,0.00,19.60,222.30,0.00,429000.00,431600.00,1450.00,2.00,1048577.00,105.36,111.26,0.00,32.00,0.00,0.00,0.00,0.00,115.96,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.50,0.99,-1.50,0.00,0.00,0.00,0.00,2.79,105.26,111.26,0.00,133.96,644.96,1.00,1072.00,4646.00,7.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,88.76,49.66,3.60,3076.00,124.00,0.25,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,2.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:21.0,0.0,0.0,864049025991557,4.96,719791.00,9348402.00,2.24,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.50,1463.00,98.56,6.56,972.00,989.00,35.86,0.00,549.50,0.00,19.86,220.80,0.00,430200.00,441400.00,1451.00,2.00,1048577.00,104.76,111.26,0.00,32.00,0.00,0.00,0.00,0.00,114.96,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.00,0.99,-1.45,0.00,0.00,0.00,0.00,2.77,104.66,111.26,0.00,132.86,644.86,1.00,1072.00,4695.00,7.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,88.46,49.66,3.70,3076.00,124.00,0.25,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,46.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:25.0,0.0,0.0,864049025991557,4.96,719795.00,9348402.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.75,1460.50,98.71,6.46,974.00,991.00,35.96,0.00,548.50,0.00,19.70,220.00,0.00,429000.00,431600.00,1451.00,2.00,1048577.00,104.56,111.26,0.00,32.00,0.00,0.00,0.00,0.00,114.16,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.75,0.99,-1.37,1.00,0.00,0.00,0.00,2.81,104.36,111.26,0.00,131.96,644.96,1.00,1074.00,4736.00,7.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,88.36,49.56,3.60,3076.00,123.00,0.25,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,40.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:29.0,0.0,0.0,864049025991557,4.96,719799.00,9348402.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.50,1462.00,98.71,6.46,972.00,990.00,36.06,0.00,550.00,0.00,19.24,218.70,0.00,428800.00,431600.00,1451.00,2.00,1048577.00,103.66,111.26,0.00,32.00,0.00,0.00,0.00,0.00,113.26,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,147.00,1.00,-1.33,0.00,0.00,0.00,0.00,2.77,103.26,111.26,0.00,131.16,644.86,1.00,1073.00,4777.00,7.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,88.16,49.26,3.60,3076.00,122.00,0.25,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,38.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:33.0,0.0,0.0,864049025991557,4.96,719803.00,9348402.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.50,1459.00,98.56,6.46,972.00,989.00,36.06,0.00,550.50,0.00,19.24,218.00,0.00,429000.00,431600.00,1451.00,2.00,1048577.00,102.86,111.26,0.00,32.00,0.00,0.00,0.00,0.00,112.46,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.75,0.99,-1.27,0.00,0.00,0.00,0.00,2.81,102.66,111.26,0.00,130.26,644.86,1.00,1076.00,4817.00,7.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,88.06,49.06,3.60,3076.00,122.00,0.25,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,32.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:37.0,0.0,0.0,864049025991557,4.96,719807.00,9348402.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.75,1465.50,98.71,6.56,972.00,989.00,36.16,0.00,551.50,0.00,18.86,212.90,0.00,429800.00,431600.00,1451.00,2.00,1048577.00,102.36,111.16,0.00,32.00,0.00,0.00,0.00,0.00,111.46,111.26,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.50,1.00,-1.22,1.00,0.00,0.00,0.00,2.77,102.36,111.16,0.00,129.16,644.86,1.00,1074.00,4866.00,7.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,87.96,48.76,3.60,3076.00,120.00,0.25,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,39.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:41.0,0.0,0.0,864049025991557,4.96,719811.00,9348402.00,2.21,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.50,1458.00,98.71,6.56,972.00,989.00,36.16,0.00,550.50,0.00,19.08,215.80,0.00,428200.00,426800.00,1451.00,2.00,1048577.00,102.26,111.16,0.00,32.00,0.00,0.00,0.00,0.00,110.56,111.16,5.00,0.09,0.09,0.00,0.00,0.09,6.92,6.92,146.00,1.00,-1.25,0.00,0.00,0.00,0.00,2.79,102.16,111.06,0.00,128.36,644.96,1.00,1075.00,4904.00,7.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,87.86,48.66,3.50,3076.00,120.00,0.25,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,38.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:37:45.0,0.0,0.0,864049025991557,4.96,719815.00,9348402.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,8.00,144.25,1455.50,98.56,6.56,973.00,989.00,36.26,0.00,550.50,0.00,19.06,214.90,0.00,428400.00,426800.00,1452.00,2.00,1048577.00,101.76,110.96,0.00,32.00,0.00,0.00,0.00,0.00,109.66,111.06,5.00,0.09,0.09,0.00,0.00,0.09,6.93,6.93,144.50,1.00,-1.18,1.00,0.00,0.00,0.00,2.77,101.56,111.06,0.00,127.56,644.96,1.00,1076.00,4936.00,7.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,87.86,48.46,3.50,3076.00,120.00,0.25,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,33.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
